invoice_id,customer_id,invoice_date,due_date,payment_date,invoice_amount,credit_term,days_late,days_overdue,is_paid,is_late,is_overdue,payment_delay,risk_category,invoice_month,invoice_quarter,amount_bucket,risk_score,predicted_late,invoice_date_str,due_date_str,payment_date_str
INV-000267,CUST-1052,2023-06-17,2023-08-01,2023-07-31,12335.5,45,-1.0,0,1,0,0,-1.0,No Risk,6,2,Large,0.152608260512352,0.0,2023-06-17,2023-08-01,2023-07-31
INV-000268,CUST-1268,2024-10-03,2024-11-02,2024-11-13,6147.95,30,11.0,0,1,1,0,11.0,Low Risk,10,4,Large,0.8899289965629578,1.0,2024-10-03,2024-11-02,2024-11-13
INV-000269,CUST-1295,2024-08-18,2024-09-17,2024-09-14,1507.39,30,-3.0,0,1,0,0,-3.0,No Risk,8,3,Medium,0.003910480532795191,0.0,2024-08-18,2024-09-17,2024-09-14
INV-000270,CUST-1386,2023-11-17,2023-12-17,2024-01-08,6040.3,30,22.0,0,1,1,0,22.0,Low Risk,11,4,Large,0.9960963129997253,1.0,2023-11-17,2023-12-17,2024-01-08
INV-000271,CUST-1387,2023-11-15,2023-12-15,2023-12-21,16074.52,30,6.0,0,1,1,0,6.0,Low Risk,11,4,XLarge,0.8161305785179138,1.0,2023-11-15,2023-12-15,2023-12-21
INV-000272,CUST-1113,2024-09-04,2024-10-04,2024-10-02,3351.42,30,-2.0,0,1,0,0,-2.0,No Risk,9,3,Medium,0.034354180097579956,0.0,2024-09-04,2024-10-04,2024-10-02
INV-000273,CUST-1101,2023-11-25,2023-12-25,2023-12-25,7930.3,30,0.0,0,1,0,0,0.0,No Risk,11,4,Large,0.0066657159477472305,0.0,2023-11-25,2023-12-25,2023-12-25
INV-000274,CUST-1113,2024-07-03,2024-08-02,2024-08-02,2491.13,30,0.0,0,1,0,0,0.0,No Risk,7,3,Medium,0.023026438429951668,0.0,2024-07-03,2024-08-02,2024-08-02
INV-000275,CUST-1440,2024-02-23,2024-04-08,2024-04-09,4405.34,45,1.0,0,1,1,0,1.0,Low Risk,2,1,Medium,0.9965502023696899,1.0,2024-02-23,2024-04-08,2024-04-09
INV-000276,CUST-1081,2024-08-28,2024-10-12,2024-10-19,11753.05,45,7.0,0,1,1,0,7.0,Low Risk,8,3,Large,0.9931147694587708,1.0,2024-08-28,2024-10-12,2024-10-19
INV-000277,CUST-1187,2023-04-05,2023-05-05,2023-05-01,5856.96,30,-4.0,0,1,0,0,-4.0,No Risk,4,2,Large,0.31039249897003174,0.0,2023-04-05,2023-05-05,2023-05-01
INV-000278,CUST-1113,2024-08-03,2024-09-17,2024-10-10,13786.1,45,23.0,0,1,1,0,23.0,Low Risk,8,3,Large,0.798638641834259,1.0,2024-08-03,2024-09-17,2024-10-10
INV-000279,CUST-1002,2023-11-14,2023-12-14,2023-12-28,6906.66,30,14.0,0,1,1,0,14.0,Low Risk,11,4,Large,0.9943370223045349,1.0,2023-11-14,2023-12-14,2023-12-28
INV-000280,CUST-1130,2023-08-24,2023-10-08,2023-10-08,28998.28,45,0.0,0,1,0,0,0.0,No Risk,8,3,XLarge,0.09341197460889816,0.0,2023-08-24,2023-10-08,2023-10-08
INV-000281,CUST-1220,2023-11-30,2023-12-15,2023-12-14,1405.39,15,-1.0,0,1,0,0,-1.0,No Risk,11,4,Medium,0.16647551953792572,0.0,2023-11-30,2023-12-15,2023-12-14
INV-000282,CUST-1054,2024-01-11,2024-03-11,2024-03-14,4130.88,60,3.0,0,1,1,0,3.0,Low Risk,1,1,Medium,0.003608287312090397,0.0,2024-01-11,2024-03-11,2024-03-14
INV-000283,CUST-1343,2024-04-03,2024-05-03,2024-05-03,2063.94,30,0.0,0,1,0,0,0.0,No Risk,4,2,Medium,0.005052396561950445,0.0,2024-04-03,2024-05-03,2024-05-03
INV-000284,CUST-1485,2023-05-17,2023-06-16,2023-07-30,2179.83,30,44.0,0,1,1,0,44.0,Medium Risk,5,2,Medium,0.9280864000320435,1.0,2023-05-17,2023-06-16,2023-07-30
INV-000285,CUST-1224,2024-08-10,2024-09-09,2024-09-10,2195.69,30,1.0,0,1,1,0,1.0,Low Risk,8,3,Medium,0.9371539354324341,1.0,2024-08-10,2024-09-09,2024-09-10
INV-000286,CUST-1225,2024-06-30,2024-07-30,,5620.53,30,,333,0,0,1,333.0,High Risk,6,2,Large,,,2024-06-30,2024-07-30,
INV-000287,CUST-1385,2024-05-27,2024-06-26,2024-06-28,5890.17,30,2.0,0,1,1,0,2.0,Low Risk,5,2,Large,0.954565703868866,1.0,2024-05-27,2024-06-26,2024-06-28
INV-000288,CUST-1403,2023-10-23,2023-11-22,2023-11-22,6918.57,30,0.0,0,1,0,0,0.0,No Risk,10,4,Large,0.8864315748214722,1.0,2023-10-23,2023-11-22,2023-11-22
INV-000289,CUST-1126,2023-11-16,2023-12-16,2023-12-13,2001.3,30,-3.0,0,1,0,0,-3.0,No Risk,11,4,Medium,0.48832079768180847,0.0,2023-11-16,2023-12-16,2023-12-13
INV-000290,CUST-1130,2024-07-25,2024-08-24,2024-08-26,3791.89,30,2.0,0,1,1,0,2.0,Low Risk,7,3,Medium,0.6720731258392334,1.0,2024-07-25,2024-08-24,2024-08-26
INV-000291,CUST-1053,2023-12-15,2024-01-14,2024-01-15,2272.34,30,1.0,0,1,1,0,1.0,Low Risk,12,4,Medium,0.5315470099449158,1.0,2023-12-15,2024-01-14,2024-01-15
INV-000292,CUST-1172,2023-08-17,2023-10-16,2023-10-14,10391.1,60,-2.0,0,1,0,0,-2.0,No Risk,8,3,Large,0.07744105905294418,0.0,2023-08-17,2023-10-16,2023-10-14
INV-000293,CUST-1218,2023-09-27,2023-10-27,2023-10-31,2449.86,30,4.0,0,1,1,0,4.0,Low Risk,9,3,Medium,0.9966927766799927,1.0,2023-09-27,2023-10-27,2023-10-31
INV-000294,CUST-1160,2023-10-18,2023-11-17,2023-11-15,4142.4,30,-2.0,0,1,0,0,-2.0,No Risk,10,4,Medium,0.21871241927146912,0.0,2023-10-18,2023-11-17,2023-11-15
INV-000295,CUST-1198,2024-12-25,2025-01-09,,7694.38,15,,170,0,0,1,170.0,High Risk,12,4,Large,,,2024-12-25,2025-01-09,
INV-000296,CUST-1416,2023-06-14,2023-07-29,2023-07-29,3003.39,45,0.0,0,1,0,0,0.0,No Risk,6,2,Medium,0.0069578164257109165,0.0,2023-06-14,2023-07-29,2023-07-29
INV-000297,CUST-1247,2023-01-05,2023-02-04,2023-03-04,8562.12,30,28.0,0,1,1,0,28.0,Low Risk,1,1,Large,0.03408896178007126,0.0,2023-01-05,2023-02-04,2023-03-04
INV-000298,CUST-1324,2024-01-14,2024-03-14,2024-03-16,17621.3,60,2.0,0,1,1,0,2.0,Low Risk,1,1,XLarge,0.9938849806785583,1.0,2024-01-14,2024-03-14,2024-03-16
INV-000299,CUST-1439,2023-03-19,2023-05-03,2023-05-14,5720.26,45,11.0,0,1,1,0,11.0,Low Risk,3,1,Large,0.9980021119117737,1.0,2023-03-19,2023-05-03,2023-05-14
INV-000300,CUST-1203,2024-02-14,2024-03-15,2024-04-09,10110.09,30,25.0,0,1,1,0,25.0,Low Risk,2,1,Large,0.9956193566322327,1.0,2024-02-14,2024-03-15,2024-04-09
INV-000301,CUST-1184,2024-07-27,2024-08-26,2024-08-29,935.67,30,3.0,0,1,1,0,3.0,Low Risk,7,3,Small,0.9977772831916809,1.0,2024-07-27,2024-08-26,2024-08-29
INV-000302,CUST-1123,2023-05-12,2023-06-26,2023-07-10,3486.87,45,14.0,0,1,1,0,14.0,Low Risk,5,2,Medium,0.9970118999481201,1.0,2023-05-12,2023-06-26,2023-07-10
INV-000303,CUST-1401,2024-08-23,2024-10-07,2024-10-07,5698.29,45,0.0,0,1,0,0,0.0,No Risk,8,3,Large,0.04761919751763344,0.0,2024-08-23,2024-10-07,2024-10-07
INV-000304,CUST-1255,2023-02-11,2023-03-13,2023-03-13,2116.73,30,0.0,0,1,0,0,0.0,No Risk,2,1,Medium,0.003501072060316801,0.0,2023-02-11,2023-03-13,2023-03-13
INV-000305,CUST-1294,2023-03-30,2023-04-29,2023-05-02,5802.94,30,3.0,0,1,1,0,3.0,Low Risk,3,1,Large,0.9976423382759094,1.0,2023-03-30,2023-04-29,2023-05-02
INV-000306,CUST-1280,2024-02-06,2024-03-22,2024-04-21,11475.3,45,30.0,0,1,1,0,30.0,Low Risk,2,1,Large,0.6906651258468628,1.0,2024-02-06,2024-03-22,2024-04-21
INV-000307,CUST-1325,2023-10-23,2023-11-22,2023-11-24,1092.64,30,2.0,0,1,1,0,2.0,Low Risk,10,4,Medium,0.9456013441085815,1.0,2023-10-23,2023-11-22,2023-11-24
INV-000308,CUST-1372,2023-10-22,2023-12-21,2024-01-04,1898.35,60,14.0,0,1,1,0,14.0,Low Risk,10,4,Medium,0.9931560158729553,1.0,2023-10-22,2023-12-21,2024-01-04
INV-000309,CUST-1098,2024-09-07,2024-10-07,2024-10-09,5697.89,30,2.0,0,1,1,0,2.0,Low Risk,9,3,Large,0.9963557720184326,1.0,2024-09-07,2024-10-07,2024-10-09
INV-000310,CUST-1198,2024-06-09,2024-06-24,2024-07-09,7103.45,15,15.0,0,1,1,0,15.0,Low Risk,6,2,Large,0.623516857624054,1.0,2024-06-09,2024-06-24,2024-07-09
INV-000311,CUST-1470,2024-11-21,2025-01-05,2025-01-07,8870.3,45,2.0,0,1,1,0,2.0,Low Risk,11,4,Large,0.9974309802055359,1.0,2024-11-21,2025-01-05,2025-01-07
INV-000312,CUST-1395,2024-09-28,2024-10-28,2024-10-26,5370.69,30,-2.0,0,1,0,0,-2.0,No Risk,9,3,Large,0.0032325168140232563,0.0,2024-09-28,2024-10-28,2024-10-26
INV-000313,CUST-1240,2024-02-26,2024-03-27,2024-04-02,7109.66,30,6.0,0,1,1,0,6.0,Low Risk,2,1,Large,0.9978499412536621,1.0,2024-02-26,2024-03-27,2024-04-02
INV-000314,CUST-1144,2023-01-23,2023-02-22,2023-02-21,10125.22,30,-1.0,0,1,0,0,-1.0,No Risk,1,1,Large,0.042763520032167435,0.0,2023-01-23,2023-02-22,2023-02-21
INV-000315,CUST-1097,2024-07-28,2024-08-12,2024-08-12,3527.81,15,0.0,0,1,0,0,0.0,No Risk,7,3,Medium,0.3749876916408539,0.0,2024-07-28,2024-08-12,2024-08-12
INV-000316,CUST-1201,2023-05-23,2023-06-22,2023-07-20,3020.36,30,28.0,0,1,1,0,28.0,Low Risk,5,2,Medium,0.8199784159660339,1.0,2023-05-23,2023-06-22,2023-07-20
INV-000317,CUST-1124,2024-10-26,2024-11-25,2024-11-25,4294.95,30,0.0,0,1,0,0,0.0,No Risk,10,4,Medium,0.3144401013851166,0.0,2024-10-26,2024-11-25,2024-11-25
INV-000318,CUST-1187,2023-05-25,2023-06-24,2023-07-04,5765.17,30,10.0,0,1,1,0,10.0,Low Risk,5,2,Large,0.4117804169654846,0.0,2023-05-25,2023-06-24,2023-07-04
INV-000319,CUST-1326,2023-08-13,2023-09-27,2023-09-27,2902.66,45,0.0,0,1,0,0,0.0,No Risk,8,3,Medium,0.004843751899898052,0.0,2023-08-13,2023-09-27,2023-09-27
INV-000320,CUST-1464,2024-05-17,2024-06-16,2024-06-16,3586.72,30,0.0,0,1,0,0,0.0,No Risk,5,2,Medium,0.3033241927623749,0.0,2024-05-17,2024-06-16,2024-06-16
INV-000321,CUST-1349,2024-09-07,2024-10-07,2024-10-09,6755.83,30,2.0,0,1,1,0,2.0,Low Risk,9,3,Large,0.8123390078544617,1.0,2024-09-07,2024-10-07,2024-10-09
INV-000322,CUST-1259,2023-04-14,2023-05-14,2023-05-15,5575.85,30,1.0,0,1,1,0,1.0,Low Risk,4,2,Large,0.4507940709590912,0.0,2023-04-14,2023-05-14,2023-05-15
INV-000323,CUST-1148,2023-02-08,2023-04-09,2023-04-04,4237.51,60,-5.0,0,1,0,0,-5.0,No Risk,2,1,Medium,0.04394986480474472,0.0,2023-02-08,2023-04-09,2023-04-04
INV-000324,CUST-1252,2023-07-17,2023-08-31,2023-09-03,1220.66,45,3.0,0,1,1,0,3.0,Low Risk,7,3,Medium,0.8597328662872314,1.0,2023-07-17,2023-08-31,2023-09-03
INV-000325,CUST-1443,2024-10-07,2024-11-06,2024-11-06,4901.0,30,0.0,0,1,0,0,0.0,No Risk,10,4,Medium,0.9452155828475952,1.0,2024-10-07,2024-11-06,2024-11-06
INV-000326,CUST-1420,2024-08-01,2024-08-31,2024-08-30,2261.98,30,-1.0,0,1,0,0,-1.0,No Risk,8,3,Medium,0.16907912492752075,0.0,2024-08-01,2024-08-31,2024-08-30
INV-000327,CUST-1403,2024-01-26,2024-02-25,2024-02-18,10790.98,30,-7.0,0,1,0,0,-7.0,No Risk,1,1,Large,0.14161008596420288,0.0,2024-01-26,2024-02-25,2024-02-18
INV-000328,CUST-1346,2023-06-28,2023-08-12,2023-08-10,3839.21,45,-2.0,0,1,0,0,-2.0,No Risk,6,2,Medium,0.25707244873046875,0.0,2023-06-28,2023-08-12,2023-08-10
INV-000329,CUST-1451,2024-07-07,2024-08-21,2024-08-21,2215.01,45,0.0,0,1,0,0,0.0,No Risk,7,3,Medium,0.2135741412639618,0.0,2024-07-07,2024-08-21,2024-08-21
INV-000330,CUST-1147,2024-03-23,2024-04-22,2024-05-02,4678.65,30,10.0,0,1,1,0,10.0,Low Risk,3,1,Medium,0.8805111050605774,1.0,2024-03-23,2024-04-22,2024-05-02
INV-000331,CUST-1148,2024-05-14,2024-06-28,2024-06-23,13582.8,45,-5.0,0,1,0,0,-5.0,No Risk,5,2,Large,0.07583792507648468,0.0,2024-05-14,2024-06-28,2024-06-23
INV-000332,CUST-1352,2023-01-15,2023-03-01,2023-03-01,8140.87,45,0.0,0,1,0,0,0.0,No Risk,1,1,Large,0.14628690481185913,0.0,2023-01-15,2023-03-01,2023-03-01
INV-000333,CUST-1199,2024-09-14,2024-10-14,2024-10-28,5860.17,30,14.0,0,1,1,0,14.0,Low Risk,9,3,Large,0.9949960708618164,1.0,2024-09-14,2024-10-14,2024-10-28
INV-000334,CUST-1308,2024-10-30,2024-11-29,2024-12-03,1701.26,30,4.0,0,1,1,0,4.0,Low Risk,10,4,Medium,0.9931430816650391,1.0,2024-10-30,2024-11-29,2024-12-03
INV-000335,CUST-1489,2023-10-16,2023-11-15,2023-11-17,17984.76,30,2.0,0,1,1,0,2.0,Low Risk,10,4,XLarge,0.9963000416755676,1.0,2023-10-16,2023-11-15,2023-11-17
INV-000336,CUST-1417,2024-04-22,2024-05-22,2024-05-20,2989.01,30,-2.0,0,1,0,0,-2.0,No Risk,4,2,Medium,0.2518968880176544,0.0,2024-04-22,2024-05-22,2024-05-20
INV-000337,CUST-1424,2023-08-19,2023-10-03,2023-10-03,10373.68,45,0.0,0,1,0,0,0.0,No Risk,8,3,Large,0.27413591742515564,0.0,2023-08-19,2023-10-03,2023-10-03
INV-000338,CUST-1128,2024-02-24,2024-03-25,2024-03-27,3788.44,30,2.0,0,1,1,0,2.0,Low Risk,2,1,Medium,0.027577288448810577,0.0,2024-02-24,2024-03-25,2024-03-27
INV-000339,CUST-1039,2023-06-06,2023-07-06,2023-07-23,9604.69,30,17.0,0,1,1,0,17.0,Low Risk,6,2,Large,0.9976091384887695,1.0,2023-06-06,2023-07-06,2023-07-23
INV-000340,CUST-1338,2024-07-03,2024-08-02,2024-08-08,13981.63,30,6.0,0,1,1,0,6.0,Low Risk,7,3,Large,0.9962524771690369,1.0,2024-07-03,2024-08-02,2024-08-08
INV-000341,CUST-1360,2024-03-16,2024-04-15,2024-04-18,8254.47,30,3.0,0,1,1,0,3.0,Low Risk,3,1,Large,0.9078127145767212,1.0,2024-03-16,2024-04-15,2024-04-18
INV-000342,CUST-1129,2023-04-07,2023-05-07,2023-05-11,8997.34,30,4.0,0,1,1,0,4.0,Low Risk,4,2,Large,0.9961556792259216,1.0,2023-04-07,2023-05-07,2023-05-11
INV-000343,CUST-1267,2024-02-15,2024-03-16,2024-03-19,4542.57,30,3.0,0,1,1,0,3.0,Low Risk,2,1,Medium,0.9971659779548645,1.0,2024-02-15,2024-03-16,2024-03-19
INV-000344,CUST-1476,2023-10-16,2023-11-15,2023-11-23,3473.18,30,8.0,0,1,1,0,8.0,Low Risk,10,4,Medium,0.9962687492370605,1.0,2023-10-16,2023-11-15,2023-11-23
INV-000345,CUST-1441,2023-09-11,2023-10-11,2023-10-13,5489.76,30,2.0,0,1,1,0,2.0,Low Risk,9,3,Large,0.7801613211631775,1.0,2023-09-11,2023-10-11,2023-10-13
INV-000346,CUST-1473,2023-07-15,2023-08-14,2023-08-12,3744.59,30,-2.0,0,1,0,0,-2.0,No Risk,7,3,Medium,0.002646098844707012,0.0,2023-07-15,2023-08-14,2023-08-12
INV-000347,CUST-1434,2024-08-20,2024-09-04,2024-10-30,35375.08,15,56.0,0,1,1,0,56.0,Medium Risk,8,3,XLarge,0.9925883412361145,1.0,2024-08-20,2024-09-04,2024-10-30
INV-000348,CUST-1151,2024-06-05,2024-07-05,2024-07-06,2221.89,30,1.0,0,1,1,0,1.0,Low Risk,6,2,Medium,0.7562525868415833,1.0,2024-06-05,2024-07-05,2024-07-06
INV-000349,CUST-1415,2024-05-31,2024-06-30,2024-06-30,10956.28,30,0.0,0,1,0,0,0.0,No Risk,5,2,Large,0.21492229402065277,0.0,2024-05-31,2024-06-30,2024-06-30
INV-000350,CUST-1478,2024-09-26,2024-10-26,2024-10-30,7433.54,30,4.0,0,1,1,0,4.0,Low Risk,9,3,Large,0.9946138262748718,1.0,2024-09-26,2024-10-26,2024-10-30
INV-000351,CUST-1298,2023-04-28,2023-05-28,2023-05-24,5907.03,30,-4.0,0,1,0,0,-4.0,No Risk,4,2,Large,0.0028629819862544537,0.0,2023-04-28,2023-05-28,2023-05-24
INV-000352,CUST-1099,2023-06-08,2023-07-08,2023-07-08,16057.14,30,0.0,0,1,0,0,0.0,No Risk,6,2,XLarge,0.3773632347583771,0.0,2023-06-08,2023-07-08,2023-07-08
INV-000353,CUST-1263,2023-08-16,2023-09-15,2023-09-16,6239.79,30,1.0,0,1,1,0,1.0,Low Risk,8,3,Large,0.9977293610572815,1.0,2023-08-16,2023-09-15,2023-09-16
INV-000354,CUST-1252,2023-08-04,2023-09-18,2023-09-20,2957.43,45,2.0,0,1,1,0,2.0,Low Risk,8,3,Medium,0.6049478054046631,1.0,2023-08-04,2023-09-18,2023-09-20
INV-000355,CUST-1144,2024-11-26,2024-12-11,2025-03-07,6206.7,15,86.0,0,1,1,0,86.0,Medium Risk,11,4,Large,0.3724338710308075,0.0,2024-11-26,2024-12-11,2025-03-07
INV-000356,CUST-1346,2023-01-15,2023-02-14,2023-02-12,4244.83,30,-2.0,0,1,0,0,-2.0,No Risk,1,1,Medium,0.07631605118513107,0.0,2023-01-15,2023-02-14,2023-02-12
INV-000357,CUST-1112,2023-06-06,2023-07-21,2023-08-02,7351.27,45,12.0,0,1,1,0,12.0,Low Risk,6,2,Large,0.8288624882698059,1.0,2023-06-06,2023-07-21,2023-08-02
INV-000358,CUST-1500,2024-10-09,2024-11-08,2024-12-17,9418.76,30,39.0,0,1,1,0,39.0,Medium Risk,10,4,Large,0.6461617350578308,1.0,2024-10-09,2024-11-08,2024-12-17
INV-000359,CUST-1060,2023-09-18,2023-10-18,2023-11-14,2471.87,30,27.0,0,1,1,0,27.0,Low Risk,9,3,Medium,0.9957297444343567,1.0,2023-09-18,2023-10-18,2023-11-14
INV-000360,CUST-1369,2023-06-06,2023-08-05,2023-08-08,12788.08,60,3.0,0,1,1,0,3.0,Low Risk,6,2,Large,0.9269518256187439,1.0,2023-06-06,2023-08-05,2023-08-08
INV-000361,CUST-1002,2023-02-16,2023-04-02,2023-04-17,4008.13,45,15.0,0,1,1,0,15.0,Low Risk,2,1,Medium,0.9961835741996765,1.0,2023-02-16,2023-04-02,2023-04-17
INV-000362,CUST-1385,2023-11-20,2023-12-20,2024-01-06,7008.59,30,17.0,0,1,1,0,17.0,Low Risk,11,4,Large,0.8905984163284302,1.0,2023-11-20,2023-12-20,2024-01-06
INV-000363,CUST-1304,2024-11-15,2024-12-15,2024-12-17,8051.58,30,2.0,0,1,1,0,2.0,Low Risk,11,4,Large,0.9012856483459473,1.0,2024-11-15,2024-12-15,2024-12-17
INV-000364,CUST-1254,2023-05-10,2023-06-09,2023-06-15,6593.97,30,6.0,0,1,1,0,6.0,Low Risk,5,2,Large,0.6621478199958801,1.0,2023-05-10,2023-06-09,2023-06-15
INV-000365,CUST-1140,2024-02-15,2024-03-16,2024-03-10,4503.96,30,-6.0,0,1,0,0,-6.0,No Risk,2,1,Medium,0.002957605989649892,0.0,2024-02-15,2024-03-16,2024-03-10
INV-000366,CUST-1453,2023-04-05,2023-05-05,2023-05-05,3324.66,30,0.0,0,1,0,0,0.0,No Risk,4,2,Medium,0.1778198629617691,0.0,2023-04-05,2023-05-05,2023-05-05
INV-000367,CUST-1037,2024-09-18,2024-10-18,2024-10-22,3963.19,30,4.0,0,1,1,0,4.0,Low Risk,9,3,Medium,0.9948654770851135,1.0,2024-09-18,2024-10-18,2024-10-22
INV-000368,CUST-1160,2023-10-19,2023-11-18,2023-11-18,17190.94,30,0.0,0,1,0,0,0.0,No Risk,10,4,XLarge,0.9009378552436829,1.0,2023-10-19,2023-11-18,2023-11-18
INV-000369,CUST-1009,2023-10-10,2023-11-09,2023-11-07,2458.5,30,-2.0,0,1,0,0,-2.0,No Risk,10,4,Medium,0.0031653952319175005,0.0,2023-10-10,2023-11-09,2023-11-07
INV-000370,CUST-1233,2023-03-10,2023-04-24,2023-04-24,2764.47,45,0.0,0,1,0,0,0.0,No Risk,3,1,Medium,0.10060738027095795,0.0,2023-03-10,2023-04-24,2023-04-24
INV-000371,CUST-1099,2024-10-21,2024-11-20,,2669.06,30,,220,0,0,1,220.0,High Risk,10,4,Medium,,,2024-10-21,2024-11-20,
INV-000372,CUST-1147,2023-01-11,2023-01-26,2023-01-26,5478.59,15,0.0,0,1,0,0,0.0,No Risk,1,1,Large,0.3411162495613098,0.0,2023-01-11,2023-01-26,2023-01-26
INV-000373,CUST-1304,2023-09-11,2023-10-11,2023-10-05,1451.33,30,-6.0,0,1,0,0,-6.0,No Risk,9,3,Medium,0.21356742084026337,0.0,2023-09-11,2023-10-11,2023-10-05
INV-000374,CUST-1208,2024-07-03,2024-08-02,2024-07-31,1664.29,30,-2.0,0,1,0,0,-2.0,No Risk,7,3,Medium,0.041771963238716125,0.0,2024-07-03,2024-08-02,2024-07-31
INV-000375,CUST-1131,2023-05-14,2023-06-13,2023-06-12,3988.76,30,-1.0,0,1,0,0,-1.0,No Risk,5,2,Medium,0.12246091663837433,0.0,2023-05-14,2023-06-13,2023-06-12
INV-000376,CUST-1404,2024-12-12,2025-01-11,2025-01-12,1754.22,30,1.0,0,1,1,0,1.0,Low Risk,12,4,Medium,0.8236380219459534,1.0,2024-12-12,2025-01-11,2025-01-12
INV-000377,CUST-1152,2023-01-23,2023-02-22,2023-02-22,1872.41,30,0.0,0,1,0,0,0.0,No Risk,1,1,Medium,0.20378346741199493,0.0,2023-01-23,2023-02-22,2023-02-22
INV-000378,CUST-1054,2023-12-12,2024-01-11,2024-01-06,1764.79,30,-5.0,0,1,0,0,-5.0,No Risk,12,4,Medium,0.007550995796918869,0.0,2023-12-12,2024-01-11,2024-01-06
INV-000379,CUST-1120,2023-10-29,2023-11-28,2023-12-04,2496.66,30,6.0,0,1,1,0,6.0,Low Risk,10,4,Medium,0.9241447448730469,1.0,2023-10-29,2023-11-28,2023-12-04
INV-000380,CUST-1161,2023-12-29,2024-01-13,2024-01-13,8821.94,15,0.0,0,1,0,0,0.0,No Risk,12,4,Large,0.654191255569458,1.0,2023-12-29,2024-01-13,2024-01-13
INV-000381,CUST-1408,2024-01-31,2024-03-01,2024-03-01,10557.23,30,0.0,0,1,0,0,0.0,No Risk,1,1,Large,0.6408190131187439,1.0,2024-01-31,2024-03-01,2024-03-01
INV-000382,CUST-1116,2023-08-06,2023-09-05,2023-09-09,22815.62,30,4.0,0,1,1,0,4.0,Low Risk,8,3,XLarge,0.9972845315933228,1.0,2023-08-06,2023-09-05,2023-09-09
INV-000383,CUST-1075,2023-05-21,2023-07-20,,22156.57,60,,709,0,0,1,709.0,High Risk,5,2,XLarge,,,2023-05-21,2023-07-20,
INV-000384,CUST-1113,2024-09-07,2024-10-07,2024-10-05,9219.26,30,-2.0,0,1,0,0,-2.0,No Risk,9,3,Large,0.46384668350219727,0.0,2024-09-07,2024-10-07,2024-10-05
INV-000385,CUST-1456,2023-07-29,2023-08-28,2023-08-25,11182.91,30,-3.0,0,1,0,0,-3.0,No Risk,7,3,Large,0.017903665080666542,0.0,2023-07-29,2023-08-28,2023-08-25
INV-000386,CUST-1420,2024-09-14,2024-10-14,2024-10-11,5458.24,30,-3.0,0,1,0,0,-3.0,No Risk,9,3,Large,0.23967041075229645,0.0,2024-09-14,2024-10-14,2024-10-11
INV-000387,CUST-1422,2024-09-07,2024-09-22,2024-09-22,7449.42,15,0.0,0,1,0,0,0.0,No Risk,9,3,Large,0.2140970230102539,0.0,2024-09-07,2024-09-22,2024-09-22
INV-000388,CUST-1104,2024-11-13,2025-01-12,2025-01-25,23269.12,60,13.0,0,1,1,0,13.0,Low Risk,11,4,XLarge,0.9969052672386169,1.0,2024-11-13,2025-01-12,2025-01-25
INV-000389,CUST-1340,2024-04-04,2024-05-04,2024-05-11,6614.17,30,7.0,0,1,1,0,7.0,Low Risk,4,2,Large,0.19189955294132233,0.0,2024-04-04,2024-05-04,2024-05-11
INV-000390,CUST-1254,2023-12-22,2024-02-05,2024-02-17,12364.58,45,12.0,0,1,1,0,12.0,Low Risk,12,4,Large,0.8233901858329773,1.0,2023-12-22,2024-02-05,2024-02-17
INV-000391,CUST-1227,2023-11-20,2023-12-20,2023-12-20,2327.43,30,0.0,0,1,0,0,0.0,No Risk,11,4,Medium,0.914045512676239,1.0,2023-11-20,2023-12-20,2023-12-20
INV-000392,CUST-1112,2023-05-13,2023-06-12,2023-06-02,2884.22,30,-10.0,0,1,0,0,-10.0,No Risk,5,2,Medium,0.4312792718410492,0.0,2023-05-13,2023-06-12,2023-06-02
INV-000393,CUST-1473,2023-05-07,2023-06-06,2023-06-02,6308.52,30,-4.0,0,1,0,0,-4.0,No Risk,5,2,Large,0.004125694278627634,0.0,2023-05-07,2023-06-06,2023-06-02
INV-000394,CUST-1099,2023-04-16,2023-05-31,2023-05-28,5541.08,45,-3.0,0,1,0,0,-3.0,No Risk,4,2,Large,0.2626648545265198,0.0,2023-04-16,2023-05-31,2023-05-28
INV-000395,CUST-1153,2024-08-26,2024-09-10,2024-09-08,2993.06,15,-2.0,0,1,0,0,-2.0,No Risk,8,3,Medium,0.0037408096250146627,0.0,2024-08-26,2024-09-10,2024-09-08
INV-000396,CUST-1349,2024-01-13,2024-02-12,2024-02-08,33721.88,30,-4.0,0,1,0,0,-4.0,No Risk,1,1,XLarge,0.8445199131965637,1.0,2024-01-13,2024-02-12,2024-02-08
INV-000397,CUST-1402,2023-02-20,2023-04-21,2023-05-01,5642.46,60,10.0,0,1,1,0,10.0,Low Risk,2,1,Large,0.8668062090873718,1.0,2023-02-20,2023-04-21,2023-05-01
INV-000398,CUST-1384,2023-01-29,2023-02-28,2023-03-01,3448.93,30,1.0,0,1,1,0,1.0,Low Risk,1,1,Medium,0.9188094139099121,1.0,2023-01-29,2023-02-28,2023-03-01
INV-000399,CUST-1366,2024-04-06,2024-05-06,2024-05-09,5548.57,30,3.0,0,1,1,0,3.0,Low Risk,4,2,Large,0.9978196620941162,1.0,2024-04-06,2024-05-06,2024-05-09
